Target,Source,Weight,Type
S. Jones,A. Moran,1,Undirected
Peter D. Eades,G. Delott,1,Undirected
N. Ward,Peter D. Eades,1,Undirected
Peter D. Eades,A. Moran,1,Undirected
N. Ward,G. Delott,1,Undirected
G. Delott,A. Moran,1,Undirected
N. Ward,A. Moran,1,Undirected
S. Jones,Joseph O'Rourke,1,Undirected
W. D. Jones,Y. Ke,1,Undirected
Denis Jordan,Marcel Steiner,1,Undirected
C. C. Jorgensen,W. Hamel,1,Undirected
C. R. Weisbin,W. Hamel,1,Undirected
D. A. Joseph,P. Tiwari,1,Undirected
J. Meidanis,P. Tiwari,1,Undirected
D. A. Joseph,J. Meidanis,1,Undirected
D. A. Joseph,W. H. Plantinga,1,Undirected
Eugene Joseph,Steven S. Skiena,1,Undirected
Elisha Sacks,L. Joskowicz,5,Undirected
V. Srinivasan,L. Joskowicz,1,Undirected
V. Srinivasan,Elisha Sacks,1,Undirected
Elisha Sacks,Leo Joskowitz,1,Undirected
Volker Kaibel,Friederike Korner,1,Undirected
Michael Joswig,Friederike Korner,1,Undirected
Michael Joswig,Volker Kaibel,1,Undirected
Gunter M. Ziegler,Michael Joswig,1,Undirected
A. Deguet,C. Laugier,1,Undirected
A. Joukhadar,C. Laugier,1,Undirected
A. Deguet,A. Joukhadar,1,Undirected
Nejib Zaguia,G.-V. Jourdan,1,Undirected
I. Rival,G.-V. Jourdan,1,Undirected
Nejib Zaguia,I. Rival,1,Undirected
P. Brunet,A. Vinacua,1,Undirected
Robert Juan-Arinyo,A. Vinacua,1,Undirected
P. Brunet,Robert Juan-Arinyo,1,Undirected
E. Jucovic,S. Sevec,1,Undirected
Eva K. Lee,Petra Mutzel,1,Undirected
Michael Junger,Petra Mutzel,6,Undirected
Thomas Odenthal,Petra Mutzel,1,Undirected
Eva K. Lee,Michael Junger,1,Undirected
Eva K. Lee,Thomas Odenthal,1,Undirected
Michael Junger,Thomas Odenthal,1,Undirected
Sebastian Leipert,Petra Mutzel,1,Undirected
Sebastian Leipert,Michael Junger,1,Undirected
Michael Junger,W. R. Pulleyblank,2,Undirected
G. Rinaldi,G. Reinelt,1,Undirected
Michael Junger,G. Rinaldi,1,Undirected
Michael Junger,D. Zepf,1,Undirected
G. Reinelt,D. Zepf,1,Undirected
H. Jurgensen,J. Loewer,1,Undirected
S. N. Kabadi,K. P. K. Nair,1,Undirected
Y. P. Aneja,K. P. K. Nair,1,Undirected
S. N. Kabadi,Y. P. Aneja,1,Undirected
R. Chandrasekaran,S. N. Kabadi,2,Undirected
Jack Scott Snoeyink,Simon Kahan,1,Undirected
P. J. Kahn,M. M. Klawe,1,Undirected
P. J. Kahn,D. J. Kleitman,1,Undirected
M. M. Klawe,D. J. Kleitman,3,Undirected
H. Takahashi,Y. Kajitani,1,Undirected
Ioannis G. Tollis,Konstantinos G. Kakoulis,3,Undirected
G. Kalai,D. J. Kleitman,1,Undirected
G. McDonald,I. Kalantari,1,Undirected
R. Kalin,N. Ramsey,1,Undirected
G. K. Kalisch,E. G. Straus,1,Undirected
Micha Sharir,A. D. Kalvin,1,Undirected
A. D. Kalvin,J. T. Schwartz,1,Undirected
A. D. Kalvin,E. Schonberg,1,Undirected
A. D. Kalvin,R. H. Taylor,1,Undirected
S. Kawai,T. Kamada,3,Undirected
S. Kambhampati,Larry S. Davis,1,Undirected
Christos Faloutsos,I. Kamel,3,Undirected
S. Kanaganathan,N. B. Goldstein,1,Undirected
Takao Nishizeki,N. Kanamaru,2,Undirected
Takao Nishizeki,Tetsuo Asano,2,Undirected
Tetsuo Asano,N. Kanamaru,2,Undirected
Y. Kanayama,G. R. DeHaan,1,Undirected
P. C. Kanellakis,Jeffrey Scott Vitter,1,Undirected
P. C. Kanellakis,Darren Erik Vengroff,1,Undirected
Sridhar Ramaswamy,Darren Erik Vengroff,1,Undirected
P. C. Kanellakis,Sridhar Ramaswamy,1,Undirected
Biliana Kaneva,Joseph O'Rourke,1,Undirected
Giuseppe di Battista,Jianer Chen,1,Undirected
Roberto Tamassia,Jianer Chen,1,Undirected
Kenneth Y. Goldberg,Dukhyun Kang,2,Undirected
Ravi Kannan,A. Bachem,1,Undirected
Sampath K. Kannan,S. Rudich,1,Undirected
S. Rudich,M. Naor,1,Undirected
Sampath K. Kannan,M. Naor,1,Undirected
Sampath K. Kannan,D. Soroker,1,Undirected
Sampath K. Kannan,Eugene W. Myers,1,Undirected
Goos Kant,H. L. Bodlaender,2,Undirected
Goos Kant,Xin He,2,Undirected
Roberto Tamassia,Goos Kant,3,Undirected
Ioannis G. Tollis,Goos Kant,3,Undirected
Giuseppe Liotta,Goos Kant,3,Undirected
Ioannis G. Tollis,Giuseppe Liotta,5,Undirected
Steven W. Zucker,Kamal Kant,2,Undirected
V. Kantabutra,S. Rao Kosaraju,2,Undirected
Tapas Kanungo,David M. Mount,1,Undirected
David M. Mount,Angela Y. Wu,4,Undirected
Tapas Kanungo,Angela Y. Wu,1,Undirected
Tapas Kanungo,Nathan S. Netanyahu,1,Undirected
Tapas Kanungo,Ruth Silverman,1,Undirected
Tapas Kanungo,Christine D. Piatko,1,Undirected
Angela Y. Wu,Nathan S. Netanyahu,4,Undirected
Angela Y. Wu,Ruth Silverman,4,Undirected
Christine D. Piatko,Angela Y. Wu,2,Undirected
Christine D. Piatko,Nathan S. Netanyahu,2,Undirected
Christine D. Piatko,Ruth Silverman,2,Undirected
John H. Reif,Stephen R. Tate,4,Undirected
Ming-Yang Kao,Stephen R. Tate,2,Undirected
John H. Reif,Ming-Yang Kao,2,Undirected
Ming-Yang Kao,Gregory E. Shannon,1,Undirected
Alan Saalfeld,Thomas Kao,1,Undirected
David M. Mount,Thomas Kao,1,Undirected
T. C. Kao,G. D. Knott,1,Undirected
David M. Mount,T. C. Kao,2,Undirected
S. N. Maheshwari,Sanjiv Kapoor,3,Undirected
Joseph S. B. Mitchell,Sanjiv Kapoor,1,Undirected
Joseph S. B. Mitchell,S. N. Maheshwari,1,Undirected
P. Ramanan,Sanjiv Kapoor,1,Undirected
Sanjiv Kapoor,T. Singh,1,Undirected
G. Papaioannou,T. Theoharis,1,Undirected
E.-A. Karabassi,T. Theoharis,1,Undirected
A. Bohm,T. Theoharis,1,Undirected
G. Papaioannou,E.-A. Karabassi,1,Undirected
G. Papaioannou,A. Bohm,1,Undirected
E.-A. Karabassi,A. Bohm,1,Undirected
Igor Pechtchanski,Chen Li,1,Undirected
Vijay Karamcheti,Chen Li,1,Undirected
Chee-Keng Yap,Chen Li,1,Undirected
Igor Pechtchanski,Vijay Karamcheti,1,Undirected
Chee-Keng Yap,Igor Pechtchanski,1,Undirected
Chee-Keng Yap,Vijay Karamcheti,1,Undirected
Michael S. Karasick,L. R. Nackman,3,Undirected
D. Lieber,L. R. Nackman,3,Undirected
Michael S. Karasick,D. Lieber,3,Undirected
V. T. Rajan,L. R. Nackman,1,Undirected
V. T. Rajan,D. Lieber,1,Undirected
V. T. Rajan,Michael S. Karasick,1,Undirected
Micha Sharir,Y. B. Karasik,3,Undirected
Oliver Karch,Hartmut Noltemeier,1,Undirected
Hartmut Noltemeier,Thomas Wahl,1,Undirected
Oliver Karch,Thomas Wahl,1,Undirected
Robert E. Tarjan,P. N. Klein,1,Undirected
David R. Karger,P. N. Klein,1,Undirected
Robert E. Tarjan,David R. Karger,1,Undirected
B. H. Houston,H. A. Karimi,1,Undirected
A. M. Karin,A. Awwal,1,Undirected
O. Kariv,S. L. Hakimi,1,Undirected
A. R. Karlin,E. Upfal,1,Undirected
Howard J. Karloff,Y. Mansour,1,Undirected
Howard J. Karloff,Y. Rabani,1,Undirected
Y. Ravid,Y. Rabani,1,Undirected
Howard J. Karloff,Y. Ravid,1,Undirected
R. G. Karlsson,J. I. Munro,2,Undirected
R. G. Karlsson,E. L. Robertson,1,Undirected
E. L. Robertson,J. I. Munro,1,Undirected
R. G. Karlsson,Mark H. Overmars,2,Undirected
R. M. Karp,Michael G. Luby,3,Undirected
Laszlo Lovasz,Michael G. Luby,1,Undirected
Michael G. Luby,N. Karmarkar,1,Undirected
R. M. Karp,N. Karmarkar,1,Undirected
Laszlo Lovasz,N. Karmarkar,1,Undirected
Craig Gotsman,Zachi Karni,1,Undirected
Geza Toth,Janos Pach,6,Undirected
Gyula Karolyi,Janos Pach,3,Undirected
Janos Pach,Gabor Tardos,2,Undirected
Geza Toth,Gyula Karolyi,3,Undirected
Geza Toth,Gabor Tardos,1,Undirected
Gyula Karolyi,Gabor Tardos,1,Undirected
Pavel Valtr,Janos Pach,1,Undirected
Geza Toth,Pavel Valtr,1,Undirected
Gyula Karolyi,Pavel Valtr,1,Undirected
R. M. Karp,S. Li,1,Undirected
R. M. Karp,Friedhelm Meyer auf der Heide,1,Undirected
Michael G. Luby,Friedhelm Meyer auf der Heide,1,Undirected
Rajeev Motwani,R. M. Karp,2,Undirected
Michael G. Luby,A. Marchetti-Spaccamela,1,Undirected
R. M. Karp,A. Marchetti-Spaccamela,1,Undirected
R. M. Karp,Prabhakar Raghavan,1,Undirected
R. M. Karp,V. Ramachandran,2,Undirected
Marek Karpinski,Alexander Z. Zelikovsky,1,Undirected
R. L. Kashyap,B. J. Oommen,3,Undirected
J. T. Kajiya,T. Kat,1,Undirected
M. Katachalski,A. Meir,1,Undirected
Jyrki Katajainen,Markku Koppinen,2,Undirected
O. Nevalainen,J. Teuhola,1,Undirected
Jyrki Katajainen,J. Teuhola,1,Undirected
Norio Katayama,Shinichi Satoh,1,Undirected
T. Lewis,Anwei Liu,3,Undirected
M. Katachalski,Anwei Liu,4,Undirected
T. Lewis,M. Katachalski,4,Undirected
Joseph Zaks,M. Katachalski,1,Undirected
Joseph Zaks,T. Lewis,1,Undirected
D. Nashtir,M. Katachalski,1,Undirected
K. Iwano,Naoki Katoh,5,Undirected
Takeshi Tokuyama,K. Iwano,2,Undirected
E. Szemeredi,G. Katona,1,Undirected
M. D. Katz,D. J. Volper,1,Undirected
Klara Kedem,Matthew J. Katz,3,Undirected
Frank Nielsen,Michael G. Segal,1,Undirected
Kasturi R. Varadarajan,Matthew J. Katz,1,Undirected
Thomas W. Sederberg,S. Katz,1,Undirected
Roni Yagel,Daniel Cohen,1,Undirected
A. E. Kaufman,Daniel Cohen,1,Undirected
Roni Yagel,A. E. Kaufman,1,Undirected
Peter J. Rousseeuw,L. Kaufman,1,Undirected
L. L. Smarr,W. J. Kaufmann,1,Undirected
K. Thulasiraman,Michael Kaufmann,1,Undirected
K. Thulasiraman,S. Gao,1,Undirected
Michael Kaufmann,Gerhard Klar,1,Undirected
J. Reinfelds,A. Brazma,1,Undirected
K. Kaugars,A. Brazma,1,Undirected
J. Reinfelds,K. Kaugars,1,Undirected
A. Kaul,R. T. Farouki,1,Undirected
A. Kaul,M. A. O'Connor,3,Undirected
V. Srinivasan,M. A. O'Connor,3,Undirected
V. Srinivasan,A. Kaul,2,Undirected
A. Kaul,J. R. Rossignac,1,Undirected
R. Wilson,Jean-Claude Latombe,1,Undirected
Lydia E. Kavraki,R. Wilson,1,Undirected
Lydia E. Kavraki,M. N. Kolountzakis,1,Undirected
Petr Svestka,Jean-Claude Latombe,1,Undirected
Mark H. Overmars,Petr Svestka,3,Undirected
Lydia E. Kavraki,Petr Svestka,1,Undirected
Mark H. Overmars,Jean-Claude Latombe,1,Undirected
Lydia E. Kavraki,Mark H. Overmars,1,Undirected
Klara Kedem,Daniel Cohen,1,Undirected
R. Livne,Janos Pach,1,Undirected
Klara Kedem,Janos Pach,1,Undirected
R. Livne,Micha Sharir,3,Undirected
R. Livne,Klara Kedem,1,Undirected
Sivan Toledo,Klara Kedem,3,Undirected
Klara Kedem,Yana Yarmovski,1,Undirected
S. Sathiya Keerthi,N. K. Sancheti,2,Undirected
A. Dattasharma,N. K. Sancheti,1,Undirected
S. Sathiya Keerthi,K. Sridharan,3,Undirected
R. J. P. de Figueiredo,N. Kehtarnavaz,2,Undirected
N. Kehtarnavaz,L. R. Simar,1,Undirected
R. J. P. de Figueiredo,L. R. Simar,1,Undirected
J. Mark Keil,C. A. Gutwin,2,Undirected
David G. Kirkpatrick,J. Mark Keil,1,Undirected
J. Mark Keil,Jorg-Rudiger Sack,1,Undirected
J. Mark Keil,Godfried T. Toussaint,2,Undirected
J. Mark Keil,David M. Mount,1,Undirected
David M. Mount,S. K. Wismath,1,Undirected
J. Mark Keil,S. K. Wismath,2,Undirected
Joseph S. B. Mitchell,D. M. Keirsey,3,Undirected
Joseph S. B. Mitchell,D. W. Payton,2,Undirected
Joseph S. B. Mitchell,E. P. Preyss,1,Undirected
D. M. Keirsey,D. W. Payton,2,Undirected
D. M. Keirsey,E. P. Preyss,1,Undirected
D. W. Payton,E. P. Preyss,1,Undirected
I. Namioka,J. L. Kelley,2,Undirected
D. G. Kelly,I. Rival,1,Undirected
L. M. Kelly,W. O. J. Moser,1,Undirected
P. Kelly,M. Weiss,1,Undirected
P. A. P. Moran,N. G. Kendall,1,Undirected
J. A. Hoskins,N. C. Kenkel,1,Undirected
W. D. Hoskins,N. C. Kenkel,1,Undirected
W. D. Hoskins,J. A. Hoskins,1,Undirected
C. M. Kenyon,R. Kenyon,3,Undirected
William P. Thurston,C. M. Kenyon,1,Undirected
C. M. Kenyon,Jeffrey Scott Vitter,2,Undirected
Jeffrey Scott Vitter,C. M. Kenyon-Mathieu,2,Undirected
J. P. Kermode,D. Weaire,1,Undirected
A. Wanka,W. Kern,1,Undirected
B. W. Kernighan,S. Lin,1,Undirected
P. van Emde Boas,M. L. Kersten,1,Undirected
J. Ketonen,R. Solovay,1,Undirected
Jack Scott Snoeyink,Lutz Kettner,1,Undirected
Jack Scott Snoeyink,Fumihiko Takeuchi,1,Undirected
Jack Scott Snoeyink,Bettina Speckmann,3,Undirected
Andrea Mantler,Lutz Kettner,1,Undirected
Lutz Kettner,Fumihiko Takeuchi,1,Undirected
Lutz Kettner,Bettina Speckmann,1,Undirected
Andrea Mantler,Fumihiko Takeuchi,1,Undirected
Andrea Mantler,Bettina Speckmann,1,Undirected
Fumihiko Takeuchi,Bettina Speckmann,1,Undirected
Dinesh Manocha,Shankar S. Krishnan,6,Undirected
Shankar S. Krishnan,John Keyser,2,Undirected
F. Frances Yao,Rajeev Motwani,1,Undirected
F. Frances Yao,Sanjeev Khanna,1,Undirected
S. Muthukrishnan,Mike S. Paterson,1,Undirected
Mike S. Paterson,Sanjeev Khanna,1,Undirected
S. Muthukrishnan,Sanjeev Khanna,1,Undirected
Yossi Matias,Samir Khuller,2,Undirected
Neal Young,B. Raghavachari,1,Undirected
Samir Khuller,B. Raghavachari,1,Undirected
Neal Young,Samir Khuller,1,Undirected
H. A. Kierstead,William T. Trotter,1,Undirected
T. Anderson,C. E. Kim,2,Undirected
C. E. Kim,Azriel Rosenfeld,3,Undirected
Leonidas J. Guibas,D. Kim,1,Undirected
Leonidas J. Guibas,S. Shin,1,Undirected
D. Kim,S. Shin,1,Undirected
I. K. Hwang,B. J. Park,1,Undirected
D. S. Kim,B. J. Park,1,Undirected
I. K. Hwang,D. S. Kim,1,Undirected
S. H. Kim,Sung Yong. Shin,1,Undirected
Kyung-Yong Chwa,S. H. Kim,1,Undirected
Chan-Su Shin,Sung Kwon Kim,4,Undirected
T.-C. Yang,Sung Kwon Kim,2,Undirected
T.-C. Yang,Chan-Su Shin,2,Undirected
J. K. Aggarwal,Y. Kim,1,Undirected
B. Leban,T. Roth,1,Undirected
B. Leban,D. Zernik,1,Undirected
B. Leban,D. Kimelman,1,Undirected
T. Roth,D. Zernik,1,Undirected
T. Roth,D. Kimelman,1,Undirected
D. Kimelman,D. Zernik,1,Undirected
G. Sangudi,D. Kimelman,1,Undirected
R. Kimmel,A. Amir,1,Undirected
A. M. Bruckstein,A. Amir,1,Undirected
R. Kimmel,A. M. Bruckstein,5,Undirected
R. Kimmel,G. Sapiro,2,Undirected
R. Kimmel,J. A. Sethian,1,Undirected
Neil C. Rowe,M. Shing,2,Undirected
M. Kindl,M. Shing,2,Undirected
Neil C. Rowe,M. Kindl,2,Undirected
Robert E. Tarjan,V. King,1,Undirected
Satish B. Rao,V. King,1,Undirected
Robert E. Tarjan,Satish B. Rao,1,Undirected
L. C. Siebenmann,R. C. Kirby,1,Undirected
L. Lim,D. Kirk,1,Undirected
David G. Kirkpatrick,S. Rao Kosaraju,1,Undirected
Chee-Keng Yap,S. Rao Kosaraju,1,Undirected
B. Mishra,S. Rao Kosaraju,1,Undirected
David G. Kirkpatrick,B. Mishra,3,Undirected
David G. Kirkpatrick,Bettina Speckmann,1,Undirected
David G. Kirkpatrick,S. K. Wismath,2,Undirected
David G. Kirkpatrick,Robert E. Tarjan,2,Undirected
David G. Kirkpatrick,M. M. Klawe,2,Undirected
Robert E. Tarjan,M. M. Klawe,2,Undirected
David G. Kirkpatrick,J. D. Radke,1,Undirected
S. Kirkpatrick,C. D. Gelatt,1,Undirected
M. P. Vecchi,C. D. Gelatt,1,Undirected
S. Kirkpatrick,M. P. Vecchi,1,Undirected
Christos H. Papadimitriou,L. M. Kirousis,2,Undirected
A. M. Bruckstein,N. Kiryai,1,Undirected
N. Kiryai,Y. Eldar,1,Undirected
A. M. Bruckstein,Y. Eldar,1,Undirected
N. Kiryati,A. M. Bruckstein,1,Undirected
T. Hastie,E. Kishon,1,Undirected
T. Hastie,Haim J. Wolfson,1,Undirected
E. Kishon,Haim J. Wolfson,1,Undirected
L. Kitchen,Azriel Rosenfeld,1,Undirected
Anwei Liu,M. S. Klamkin,1,Undirected
Gunnar W. Klau,Petra Mutzel,3,Undirected
Mike S. Paterson,N. Pippenger,1,Undirected
Mike S. Paterson,M. M. Klawe,1,Undirected
N. Pippenger,M. M. Klawe,1,Undirected
G. Klebe,T. Mietzener,1,Undirected
Victor Klee,P. Kleinschmidt,2,Undirected
Victor Klee,M. C. Laskowski,1,Undirected
B. van Hohenbalken,Victor Klee,1,Undirected
Victor Klee,T. Lewis,1,Undirected
B. van Hohenbalken,T. Lewis,1,Undirected
Victor Klee,G. J. Minty,1,Undirected
Victor Klee,Stan Wagon,1,Undirected
Victor Klee,D. Walkup,1,Undirected
S. Kleiman,D. Laksov,1,Undirected
Robert E. Tarjan,Philip Klein,1,Undirected
John H. Reif,P. N. Klein,1,Undirected
S. Sairam,P. N. Klein,1,Undirected
Sairam Subramanian,P. N. Klein,1,Undirected
Andrzej Lingas,Rolf Klein,13,Undirected
Stefan Meiser,Kurt Mehlhorn,8,Undirected
Rolf Klein,Kurt Mehlhorn,4,Undirected
Stefan Meiser,Rolf Klein,4,Undirected
Derick R. Wood,Rolf Klein,9,Undirected
Otto Nurmi,Rolf Klein,3,Undirected
Derick R. Wood,Otto Nurmi,3,Undirected
Christos H. Papadimitriou,Prabhakar Raghavan,1,Undirected
Jon Michael Kleinberg,Christos H. Papadimitriou,1,Undirected
Jon Michael Kleinberg,Prabhakar Raghavan,1,Undirected
E. V. Krishnamurthy,R. Klette,1,Undirected
C. R. Dyer,A. Klinger,1,Undirected
Karel Zikan,James T. Klosowski,1,Undirected
James T. Klosowski,H. Sowizral,1,Undirected
Karel Zikan,Martin Held,1,Undirected
Karel Zikan,H. Sowizral,1,Undirected
Martin Held,H. Sowizral,1,Undirected
Joseph S. B. Mitchell,H. Sowizral,1,Undirected
Petra Knieper,Anand Srivastav,1,Undirected
M. McAffer,J. May,1,Undirected
M. McAffer,T. Nguyen,1,Undirected
M. McAffer,A. Knight,1,Undirected
M. McAffer,Jorg-Rudiger Sack,1,Undirected
G. D. Knott,H. Flanders,1,Undirected
E. Jou,G. D. Knott,1,Undirected
Donald E. Knuth,A. Raghunathan,1,Undirected
R. C. T. Lee,M. T. Ko,3,Undirected
J. S. Chang,M. T. Ko,2,Undirected
R. C. T. Lee,J. S. Chang,3,Undirected
J. Vorsatz,Hans-Peter Seidel,1,Undirected
S. Campagna,J. Vorsatz,1,Undirected
J. Vorsatz,L. Kobbelt,1,Undirected
R. L. Kashyap,M. W. Koch,1,Undirected
J. J. Koenderink,A. J. van Doorn,2,Undirected
M. Tamminen,P. Koistinen,1,Undirected
P. Koistinen,Hanan Samet,1,Undirected
S. Kassam,V. Koivune,1,Undirected
S. Kolliopoulos,Satish B. Rao,1,Undirected
D. Kolzow,A. Kuba,1,Undirected
A. Volcic,A. Kuba,1,Undirected
A. Volcic,D. Kolzow,1,Undirected
Gerhard J. Woeginger,Janos Pach,3,Undirected
J. Komlos,Janos Pach,1,Undirected
Gerhard J. Woeginger,J. Komlos,1,Undirected
M.-T. Shing,J. Komlos,1,Undirected
A. W. Roscoe,T. Y. Kong,1,Undirected
David M. Mount,T. Y. Kong,2,Undirected
David M. Mount,A. W. Roscoe,1,Undirected
David M. Mount,M. Werman,1,Undirected
T. Y. Kong,M. Werman,2,Undirected
S. B. Konyagin,K. A. Savastyanov,1,Undirected
W. L. G. Koontz,K. Fukunaga,2,Undirected
P. M. Narendra,W. L. G. Koontz,1,Undirected
Bernard M. E. Moret,A. A. Kooshesh,4,Undirected
Laszlo A. Szekely,A. A. Kooshesh,1,Undirected
Laszlo A. Szekely,Bernard M. E. Moret,1,Undirected
J. Koplowitz,D. Jouppi,1,Undirected
Manfred Kopp,Michael Gervautz,1,Undirected
P. R. Meyer,R. G. Wilson,1,Undirected
R. Kopperman,P. R. Meyer,1,Undirected
R. Kopperman,R. G. Wilson,1,Undirected
Zenon Protopapa,Nikolaos Sidiropoulos,1,Undirected
Zenon Protopapa,Eliot Siegel,1,Undirected
Zenon Protopapa,Flip Korn,1,Undirected
Zenon Protopapa,Christos Faloutsos,1,Undirected
Eliot Siegel,Nikolaos Sidiropoulos,1,Undirected
Nikolaos Sidiropoulos,Flip Korn,1,Undirected
Nikolaos Sidiropoulos,Christos Faloutsos,1,Undirected
Eliot Siegel,Flip Korn,1,Undirected
Eliot Siegel,Christos Faloutsos,1,Undirected
Christos Faloutsos,Flip Korn,1,Undirected
N. M. Korneenko,H. Martini,2,Undirected
N. N. Metelskij,N. M. Korneenko,1,Undirected
P. Kornerup,D. W. Matula,1,Undirected
B. Korte,A. Steger,1,Undirected
H. J. Promel,A. Steger,1,Undirected
B. Korte,H. J. Promel,1,Undirected
B. Korte,J. Vygen,1,Undirected
Ulrich H. Kortenkamp,Jurgen Richter-Gebert,2,Undirected
S. Geisler,P. Kortum,1,Undirected
G. Kos,J. Torocsik,1,Undirected
C. Kosak,Joe Marks,2,Undirected
Stuart M. Shieber,C. Kosak,1,Undirected
A. L. Delcher,S. Rao Kosaraju,1,Undirected
S. Rao Kosaraju,A. A. Schaffer,1,Undirected
L. G. Biesecker,A. A. Schaffer,1,Undirected
S. Rao Kosaraju,L. G. Biesecker,1,Undirected
K. C. Sevcik,N. Koudas,2,Undirected
N. Kouta,Joseph O'Rourke,1,Undirected
Christos H. Papadimitriou,Martha Sideri,3,Undirected
Martha Sideri,Elias Koutsoupias,2,Undirected
P. Turan,T. Kovari,1,Undirected
V. T. Sos,T. Kovari,1,Undirected
V. T. Sos,P. Turan,1,Undirected
Chee-Keng Yap,D. Kozen,1,Undirected
M. R. Kramer,J. van Leeuwen,1,Undirected
Evangelos Kranakis,L. Meertens,1,Undirected
Danny Krizanc,L. Meertens,1,Undirected
Michel Pocchiola,Evangelos Kranakis,6,Undirected
Evangelos Kranakis,Anthony Spatharis,1,Undirected
J. Kratochvil,J. Nesetril,2,Undirected
Anna Lubiw,J. Nesetril,1,Undirected
J. Kratochvil,Anna Lubiw,1,Undirected
J. Kratochvil,Jiri Matousek,2,Undirected
F.-L. Krause,C. Stiel,1,Undirected
J. Luddermann,C. Stiel,1,Undirected
J. Luddermann,F.-L. Krause,1,Undirected
A. A. Nudelman,M. G. Krein,1,Undirected
Marc J. van Kreveld,Berto van de Kraats,1,Undirected
Berto van de Kraats,Mark H. Overmars,1,Undirected
Valerio Pascucci,Rene van Oostrum,1,Undirected
Chandrajit L. Bajaj,Rene van Oostrum,1,Undirected
D. R. Schikore,Rene van Oostrum,1,Undirected
Marc J. van Kreveld,Valerio Pascucci,1,Undirected
Marc J. van Kreveld,Chandrajit L. Bajaj,1,Undirected
Marc J. van Kreveld,D. R. Schikore,1,Undirected
Jack Scott Snoeyink,Rene van Oostrum,1,Undirected
Jack Scott Snoeyink,Sue H. Whitesides,2,Undirected
Marc J. van Kreveld,Sue H. Whitesides,2,Undirected
T. Brinkhoff,Ralf Schneider,1,Undirected
Hans-Peter Kriegel,Mark H. Overmars,1,Undirected
Hans-Peter Kriegel,R. Mannss,1,Undirected
Mark H. Overmars,R. Mannss,1,Undirected
Hans-Peter Kriegel,M. Schiwietz,1,Undirected
Hans-Peter Kriegel,V. K. Vaishnavi,3,Undirected
G. A. Kriezis,N. M. Patrikalakis,8,Undirected
G. A. Kriezis,Franz-Erich Wolter,1,Undirected
P. V. Prakash,G. A. Kriezis,3,Undirected
P. V. Prakash,N. M. Patrikalakis,6,Undirected
R. Krishnamurthy,K.-Y. Wang,1,Undirected
Dinesh Manocha,Atul Narkhede,3,Undirected
Shankar S. Krishnan,Atul Narkhede,2,Undirected
Shankar S. Krishnan,Ming Lin,1,Undirected
Shankar S. Krishnan,A. Pattekar,1,Undirected
Ming Lin,A. Pattekar,1,Undirected
Dinesh Manocha,A. Pattekar,1,Undirected
C. E. Kim,R. P. Krishnaswamy,1,Undirected
Stefan Schirra,K. Krithivasan,1,Undirected
P. I. Vijaykumar,K. Krithivasan,1,Undirected
A. Rema,K. Krithivasan,1,Undirected
Stefan Schirra,P. I. Vijaykumar,1,Undirected
Stefan Schirra,A. Rema,1,Undirected
P. I. Vijaykumar,A. Rema,1,Undirected
K. Krithivasan,V. Srilakshmi,1,Undirected
R. Vanisree,K. Krithivasan,1,Undirected
Amitava Datta,R. Vanisree,1,Undirected
J. Moravek,M. Krivanek,1,Undirected
Craig Gotsman,Boris Kronrod,1,Undirected
J. Krozel,D. Andrisani,1,Undirected
M. Snir,L. Rudolph,3,Undirected
C. Kruskal,L. Rudolph,1,Undirected
M. Snir,C. Kruskal,1,Undirected
C. P. Kruskal,L. Rudolph,2,Undirected
M. Snir,C. P. Kruskal,2,Undirected
J. B. Kruskal,J. B. Seery,1,Undirected
B. F. Schaudt,J. W. Krussel,1,Undirected
Christos Levcopoulos,Drago Krznaric,7,Undirected
Christos Levcopoulos,Bengt J. Nilsson,1,Undirected
Bengt J. Nilsson,Drago Krznaric,1,Undirected
J. C. Zamiska,D. T. Kuan,1,Undirected
R. A. Brooks,D. T. Kuan,1,Undirected
R. A. Brooks,J. C. Zamiska,1,Undirected
B. Preis,L. Kucera,1,Undirected
Kurt Mehlhorn,L. Kucera,1,Undirected
E. Schwarzenecker,L. Kucera,1,Undirected
B. Preis,Kurt Mehlhorn,1,Undirected
B. Preis,E. Schwarzenecker,1,Undirected
E. Schwarzenecker,Kurt Mehlhorn,1,Undirected
Frank Wagner,R. Kuchem,1,Undirected
Dorothea Wagner,R. Kuchem,1,Undirected
G. Lassmann,W. Kuhnel,1,Undirected
U. Kulisch,W. L. Miranker,1,Undirected
Debasish Dutta,Prashant Kulkarni,1,Undirected
C. E. Veni Madhavan,P. Kumar,1,Undirected
D. Sivakumar,Ravi Kumar,1,Undirected
S. Kumar,M. G. Sharma,1,Undirected
S. K. Kurtz,M. G. Sharma,1,Undirected
J. R. Banavar,M. G. Sharma,1,Undirected
S. Kumar,S. K. Kurtz,1,Undirected
S. Kumar,J. R. Banavar,1,Undirected
S. K. Kurtz,J. R. Banavar,1,Undirected
S. Kumar,Dinesh Manocha,7,Undirected
Dinesh Manocha,Suboth Kumar,1,Undirected
S. Kumar,W. Garret,1,Undirected
Ming Lin,W. Garret,1,Undirected
Dinesh Manocha,W. Garret,1,Undirected
S. Kumar,Ming Lin,3,Undirected
Dinesh Manocha,B. Garrett,1,Undirected
